epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.28252,2.7473,3.78367,4.4949,0.00791,0.25,0.00494,0.00094,3.02027,3.70972,4.15899,0,0,0
2,4.38233,3.15949,3.81472,4.60289,0.00803,0.25,0.00503,0.00101,3.02085,3.70946,4.15908,1.01e-05,1.01e-05,1.01e-05
