epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.38477,2.71909,3.78581,4.50759,0.00727,0.25,0.00497,0.00162,2.74461,3.71762,4.15907,0,0,0
2,2.88882,2.85593,3.81398,4.55864,0.00707,0.25,0.00527,0.00163,2.74519,3.71737,4.15924,1.01e-05,1.01e-05,1.01e-05
