epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.40898,2.71909,3.78581,4.50759,0.00727,0.25,0.00497,0.00162,2.74461,3.71762,4.15907,0,0,0
2,2.81865,2.85593,3.81398,4.55864,0.00717,0.25,0.00468,0.00094,2.74518,3.71736,4.15923,1.9604e-05,1.9604e-05,1.9604e-05
