@relation TWS-2D-v3.3.4-RGB

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
222.666672,192,16,230,133.333328,140,0,85,19.333334,0,0.333333,255,255,222.666672,127,132.333328,0,85,17,0,0.333333,255,255,222,96.333336,96,0,85,6.666667,0,0.333333,255,255,1,220,61.333332,50,0,170,5.333333,0,0.666667,255,255,2.333333,1.666667,215.666672,43.333332,67.333336,0,193,0,0,0,255,255,6.333333,5.666667,4,204,31,28,0,0,7.666667,0,0.666667,255,255,18.666666,17.666666,16.333334,12,214,229.333328,197.666672,255,9.666667,214.333328,'class 1'
222.666672,192,16,230,133.333328,140,0,85,19.333334,0,0.333333,255,255,222.666672,127,132.333328,0,85,17,0,0.333333,255,255,222,96.333336,96,0,85,6.666667,0,0.333333,255,255,1,220,61.333332,50,0,170,5.333333,0,0.666667,255,255,2.333333,1.666667,215.666672,43.333332,67.333336,0,193,0,0,0,255,255,6.333333,5.666667,4,204,31,28,0,0,7.666667,0,0.666667,255,255,18.666666,17.666666,16.333334,12,214,229.333328,197.666672,255,9.666667,214.333328,'class 1'
222.666672,192,16,230,133.333328,140,0,85,19.333334,0,0.333333,255,255,222.666672,127,132.333328,0,85,17,0,0.333333,255,255,222,96.333336,96,0,85,6.666667,0,0.333333,255,255,1,220,61.333332,50,0,170,5.333333,0,0.666667,255,255,2.333333,1.666667,215.666672,43.333332,67.333336,0,193,0,0,0,255,255,6.333333,5.666667,4,204,31,28,0,0,7.666667,0,0.666667,255,255,18.666666,17.666666,16.333334,12,214,229.333328,197.666672,255,9.666667,214.333328,'class 1'
222.666672,192,16,230,133.333328,140,0,85,19.333334,0,0.333333,255,255,222.666672,127,132.333328,0,85,17,0,0.333333,255,255,222,96.333336,96,0,85,6.666667,0,0.333333,255,255,1,220,61.333332,50,0,170,5.333333,0,0.666667,255,255,2.333333,1.666667,215.666672,43.333332,67.333336,0,193,0,0,0,255,255,6.333333,5.666667,4,204,31,28,0,0,7.666667,0,0.666667,255,255,18.666666,17.666666,16.333334,12,214,229.333328,197.666672,255,9.666667,214.333328,'class 1'
206,193,33,220,102.333336,216,221.333328,85,222.666672,3.333333,0,255,255,207,99.666664,212.333328,216.666672,85,218.666672,2,0,255,255,211.666672,83.666664,190.333328,183.333328,0,197,0,0,255,255,0,214.666672,58.666668,49,15,0,48.666668,0,0,255,255,0,0,211,51.666668,74,0,135.666672,0.333333,0,0,255,255,0,1,3.333333,200.666672,34.333332,24.333334,0,0,8.333333,0,0.333333,255,255,6.666667,11,14,10.666667,208.666672,221.666672,191.333328,255,10.666667,211.333328,'class 1'
221.666672,188,17,230,134.333328,127.333336,38.666668,85,37.666668,5.333333,0.666667,255,255,221.666672,128,119,36,101.666664,34.666668,5,0.666667,255,255,221.333328,95.666664,77,22.666666,255,20,2.666667,0.666667,255,255,1,220.333328,59.666668,56,0,250.666672,0,0,0.333333,255,255,2,1,214.666672,48.666668,79.333336,0,106,0.333333,0,0,255,255,7,6.666667,6,202.666672,32.666668,27,0,0,7.666667,0,0.666667,255,255,18.333334,18.333334,17.333334,11.333333,213,231.333328,192.333328,255,12,215.666672,'class 1'
221.666672,188,17,230,134.333328,127.333336,38.666668,85,37.666668,5.333333,0.666667,255,255,221.666672,128,119,36,101.666664,34.666668,5,0.666667,255,255,221.333328,95.666664,77,22.666666,255,20,2.666667,0.666667,255,255,1,220.333328,59.666668,56,0,250.666672,0,0,0.333333,255,255,2,1,214.666672,48.666668,79.333336,0,106,0.333333,0,0,255,255,7,6.666667,6,202.666672,32.666668,27,0,0,7.666667,0,0.666667,255,255,18.333334,18.333334,17.333334,11.333333,213,231.333328,192.333328,255,12,215.666672,'class 1'
221.666672,188,17,230,134.333328,127.333336,38.666668,85,37.666668,5.333333,0.666667,255,255,221.666672,128,119,36,101.666664,34.666668,5,0.666667,255,255,221.333328,95.666664,77,22.666666,255,20,2.666667,0.666667,255,255,1,220.333328,59.666668,56,0,250.666672,0,0,0.333333,255,255,2,1,214.666672,48.666668,79.333336,0,106,0.333333,0,0,255,255,7,6.666667,6,202.666672,32.666668,27,0,0,7.666667,0,0.666667,255,255,18.333334,18.333334,17.333334,11.333333,213,231.333328,192.333328,255,12,215.666672,'class 1'
221.666672,188,17,230,134.333328,127.333336,38.666668,85,37.666668,5.333333,0.666667,255,255,221.666672,128,119,36,101.666664,34.666668,5,0.666667,255,255,221.333328,95.666664,77,22.666666,255,20,2.666667,0.666667,255,255,1,220.333328,59.666668,56,0,250.666672,0,0,0.333333,255,255,2,1,214.666672,48.666668,79.333336,0,106,0.333333,0,0,255,255,7,6.666667,6,202.666672,32.666668,27,0,0,7.666667,0,0.666667,255,255,18.333334,18.333334,17.333334,11.333333,213,231.333328,192.333328,255,12,215.666672,'class 1'
221.666672,188,17,230,134.333328,127.333336,38.666668,85,37.666668,5.333333,0.666667,255,255,221.666672,128,119,36,101.666664,34.666668,5,0.666667,255,255,221.333328,95.666664,77,22.666666,255,20,2.666667,0.666667,255,255,1,220.333328,59.666668,56,0,250.666672,0,0,0.333333,255,255,2,1,214.666672,48.666668,79.333336,0,106,0.333333,0,0,255,255,7,6.666667,6,202.666672,32.666668,27,0,0,7.666667,0,0.666667,255,255,18.333334,18.333334,17.333334,11.333333,213,231.333328,192.333328,255,12,215.666672,'class 1'
221.666672,188,17,230,134.333328,127.333336,38.666668,85,37.666668,5.333333,0.666667,255,255,221.666672,128,119,36,101.666664,34.666668,5,0.666667,255,255,221.333328,95.666664,77,22.666666,255,20,2.666667,0.666667,255,255,1,220.333328,59.666668,56,0,250.666672,0,0,0.333333,255,255,2,1,214.666672,48.666668,79.333336,0,106,0.333333,0,0,255,255,7,6.666667,6,202.666672,32.666668,27,0,0,7.666667,0,0.666667,255,255,18.333334,18.333334,17.333334,11.333333,213,231.333328,192.333328,255,12,215.666672,'class 1'
236,21,4,238,85.333336,254,0,170,16,0,1,255,255,235,83.666664,249,0,170,14.666667,0,1,255,255,230,72.666664,200,0,170,5.333333,0,1,255,255,4.666667,225,51.333332,122.333336,0,255,0,0,1,255,255,10,5,217.666672,44,81.666664,0,0,0.666667,0,0.666667,255,255,17.333334,12.333333,7.333333,205.333328,30.666666,29,0,0,7,0,0.666667,255,255,29.666666,24.666666,19.666666,12.333333,216.333328,233,196,255,12,218,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
221,187,16,229,133,166.333328,66.666664,85,84.333336,23,0.666667,255,255,221.333328,126.333336,156.666672,59,85,75,19,0.666667,255,255,220.666672,94,113.666664,17,85,30.333334,0,0.666667,255,255,1,219.333328,60,102.333336,0,253.333328,0,0,1,255,255,2.666667,2,212.666672,54,84.333336,0,0,14.666667,0,0.666667,255,255,8.666667,8.333333,7,202,34,25,0,0,7.666667,0,0.666667,255,255,19,18.666666,17,10.333333,211.333328,232.666672,190.333328,255,13,212,'class 1'
236,34,5,238,81.333336,255,0,85,16.333334,0,1,255,255,234.666672,78,255,0,85,14,0,1,255,255,230,62.333332,239.333328,0,170,4.666667,0,1,255,255,5.333333,223.333328,49,151.333328,0,200,0,0,1,255,255,12,6.333333,216,47.666668,81.333336,0,0,18.333334,0,1,255,255,19,14,7.333333,204.666672,31.666666,27,0,4,5.666667,0,0.666667,255,255,30.333334,25,18.666666,11,215,233,194.333328,255,12.666667,215.666672,'class 1'
223,196,14,229,127.333336,221.333328,0,0,84,0,1,255,255,223,119.666664,225,0,0,73.333336,0,1,255,255,221.666672,80.666664,237.666672,0,85,20,0,1,255,255,1,217,58,160.666672,0,85,8.666667,0,1,255,255,5.333333,4.666667,210.666672,58.333332,85.666664,0,0,37.333332,0,1,255,255,12.666667,11.333333,7,201.666672,35,23,0,8.333333,6.666667,0,0.666667,255,226.666672,21.333334,20.333334,15.666667,8.666667,210.666672,233.666672,188,255,15,211.666672,'class 1'
223,196,14,229,127.333336,221.333328,0,0,84,0,1,255,255,223,119.666664,225,0,0,73.333336,0,1,255,255,221.666672,80.666664,237.666672,0,85,20,0,1,255,255,1,217,58,160.666672,0,85,8.666667,0,1,255,255,5.333333,4.666667,210.666672,58.333332,85.666664,0,0,37.333332,0,1,255,255,12.666667,11.333333,7,201.666672,35,23,0,8.333333,6.666667,0,0.666667,255,226.666672,21.333334,20.333334,15.666667,8.666667,210.666672,233.666672,188,255,15,211.666672,'class 1'
223,196,14,229,127.333336,221.333328,0,0,84,0,1,255,255,223,119.666664,225,0,0,73.333336,0,1,255,255,221.666672,80.666664,237.666672,0,85,20,0,1,255,255,1,217,58,160.666672,0,85,8.666667,0,1,255,255,5.333333,4.666667,210.666672,58.333332,85.666664,0,0,37.333332,0,1,255,255,12.666667,11.333333,7,201.666672,35,23,0,8.333333,6.666667,0,0.666667,255,226.666672,21.333334,20.333334,15.666667,8.666667,210.666672,233.666672,188,255,15,211.666672,'class 1'
223,196,14,229,127.333336,221.333328,0,0,84,0,1,255,255,223,119.666664,225,0,0,73.333336,0,1,255,255,221.666672,80.666664,237.666672,0,85,20,0,1,255,255,1,217,58,160.666672,0,85,8.666667,0,1,255,255,5.333333,4.666667,210.666672,58.333332,85.666664,0,0,37.333332,0,1,255,255,12.666667,11.333333,7,201.666672,35,23,0,8.333333,6.666667,0,0.666667,255,226.666672,21.333334,20.333334,15.666667,8.666667,210.666672,233.666672,188,255,15,211.666672,'class 1'
223,196,14,229,127.333336,221.333328,0,0,84,0,1,255,255,223,119.666664,225,0,0,73.333336,0,1,255,255,221.666672,80.666664,237.666672,0,85,20,0,1,255,255,1,217,58,160.666672,0,85,8.666667,0,1,255,255,5.333333,4.666667,210.666672,58.333332,85.666664,0,0,37.333332,0,1,255,255,12.666667,11.333333,7,201.666672,35,23,0,8.333333,6.666667,0,0.666667,255,226.666672,21.333334,20.333334,15.666667,8.666667,210.666672,233.666672,188,255,15,211.666672,'class 1'
223,196,14,229,127.333336,221.333328,0,0,84,0,1,255,255,223,119.666664,225,0,0,73.333336,0,1,255,255,221.666672,80.666664,237.666672,0,85,20,0,1,255,255,1,217,58,160.666672,0,85,8.666667,0,1,255,255,5.333333,4.666667,210.666672,58.333332,85.666664,0,0,37.333332,0,1,255,255,12.666667,11.333333,7,201.666672,35,23,0,8.333333,6.666667,0,0.666667,255,226.666672,21.333334,20.333334,15.666667,8.666667,210.666672,233.666672,188,255,15,211.666672,'class 1'
210,198,38,225,131,242.333328,10,85,129.333328,0,0.333333,255,255,210.666672,125.666664,241,0,85,101,0,0.333333,255,255,213.333328,96.666664,203.333328,0,170,11.666667,0,0.666667,255,255,0,210.333328,73,186.333328,0,0,58.666668,0,1,255,255,1,3,203.666672,68.666664,91.666664,0,0,59,0,1,255,255,6.666667,9.666667,6.333333,198,37.666668,19,0,10,7.666667,0,0.666667,255,198,12.666667,15.333333,12,6,205.333328,229.333328,179.666672,255,17.333334,212.666672,'class 1'
233,221,5,235,83.333336,255,0,85,44,0,1,255,255,231.666672,76.666664,255,0,85,52.333332,0,1,255,255,223.333328,49.666668,255,0,0,101,0,1,255,255,8.333333,214.666672,46.333332,181.666672,0,0,108.333336,0,1,255,255,17,8.666667,209.666672,59.333332,91.333336,0,0,54.333332,0,1,255,255,21.666666,13.666667,4.666667,201.333328,35.666668,21.666666,0,20.333334,5.666667,0,0.666667,255,189.666672,30.333334,22,13.333333,8.666667,209.666672,233.666672,182.333328,255,18.333334,214.666672,'class 1'
219,188,25,231,158.666672,255,0,85,111,0,1,255,255,218.333328,152.666672,255,0,85,112,0,1,255,255,214.666672,99.666664,255,0,0,137,0,1,255,255,3.666667,209.666672,67,203.666672,0,0,145,0,1,255,255,8.666667,5,204.333328,69.333336,98.666664,0,0,67.666664,0,1,255,255,14.333333,10.666667,5.333333,197.666672,37.666668,18.333334,0,18,7,0,1,255,174.666672,20.666666,17.333334,12,6.333333,205.666672,230.666672,177,255,20.333334,211.666672,'class 1'
219,188,25,231,158.666672,255,0,85,111,0,1,255,255,218.333328,152.666672,255,0,85,112,0,1,255,255,214.666672,99.666664,255,0,0,137,0,1,255,255,3.666667,209.666672,67,203.666672,0,0,145,0,1,255,255,8.666667,5,204.333328,69.333336,98.666664,0,0,67.666664,0,1,255,255,14.333333,10.666667,5.333333,197.666672,37.666668,18.333334,0,18,7,0,1,255,174.666672,20.666666,17.333334,12,6.333333,205.666672,230.666672,177,255,20.333334,211.666672,'class 1'
219,188,25,231,158.666672,255,0,85,111,0,1,255,255,218.333328,152.666672,255,0,85,112,0,1,255,255,214.666672,99.666664,255,0,0,137,0,1,255,255,3.666667,209.666672,67,203.666672,0,0,145,0,1,255,255,8.666667,5,204.333328,69.333336,98.666664,0,0,67.666664,0,1,255,255,14.333333,10.666667,5.333333,197.666672,37.666668,18.333334,0,18,7,0,1,255,174.666672,20.666666,17.333334,12,6.333333,205.666672,230.666672,177,255,20.333334,211.666672,'class 1'
192.333328,194,65,219,156.666672,214,173.333328,170,214.666672,130.333328,0.333333,255,255,193.666672,153.666672,213.666672,170,170,211.666672,99,0.666667,255,255,201.333328,129.333328,189.666672,80,0,185.666672,0,1,255,255,0,203.666672,94.666664,206.666672,0,0,153.666672,0,1,255,255,0,0.333333,198.333328,79.333336,102.666664,0,0,75.666664,0,1,255,255,0.666667,3.333333,5.333333,194.333328,39,16.333334,0,12,9.333333,0,1,255,175.333328,2.333333,7,9.333333,4.333333,200.666672,225,174.333328,255,20,204.333328,'class 1'
192.333328,194,65,219,156.666672,214,173.333328,170,214.666672,130.333328,0.333333,255,255,193.666672,153.666672,213.666672,170,170,211.666672,99,0.666667,255,255,201.333328,129.333328,189.666672,80,0,185.666672,0,1,255,255,0,203.666672,94.666664,206.666672,0,0,153.666672,0,1,255,255,0,0.333333,198.333328,79.333336,102.666664,0,0,75.666664,0,1,255,255,0.666667,3.333333,5.333333,194.333328,39,16.333334,0,12,9.333333,0,1,255,175.333328,2.333333,7,9.333333,4.333333,200.666672,225,174.333328,255,20,204.333328,'class 1'
192.333328,194,65,219,156.666672,214,173.333328,170,214.666672,130.333328,0.333333,255,255,193.666672,153.666672,213.666672,170,170,211.666672,99,0.666667,255,255,201.333328,129.333328,189.666672,80,0,185.666672,0,1,255,255,0,203.666672,94.666664,206.666672,0,0,153.666672,0,1,255,255,0,0.333333,198.333328,79.333336,102.666664,0,0,75.666664,0,1,255,255,0.666667,3.333333,5.333333,194.333328,39,16.333334,0,12,9.333333,0,1,255,175.333328,2.333333,7,9.333333,4.333333,200.666672,225,174.333328,255,20,204.333328,'class 1'
181,197,82,212,112.333336,255,255,255,255,222.666672,0,255,255,183,112.666664,255,255,255,255,217.666672,0,255,255,192,118.666664,189.666672,210.333328,255,199.666672,57.666668,1,255,255,0,197.666672,118.333336,205.333328,0,0,152,0,1,255,255,0,0,193,88.666664,103.666664,0,0,77,0,1,255,255,0,1,4.666667,191,39.666668,17.333334,0.666667,2,12.333333,0,0.666667,255,194.333328,0.666667,2.666667,6.666667,2,196.333328,219.666672,173,255,18.666666,202.333328,'class 1'
212,184,30,227,184.666672,253.666672,85,85,205,74,0.666667,255,255,212,179,246.666672,85,85,202,62.333332,0.666667,255,255,211.666672,147,175,40,0,145.666672,0,1,255,255,1.666667,210.333328,94.333336,195,0,0,81,0,1,255,255,3.333333,1.666667,202.333328,75.333336,116,0,0,43.666668,0,1,255,255,10,9.333333,8.333333,194.333328,37.666668,21,0,6.333333,9.666667,0,0.666667,255,205,17.666666,17.333334,16.333334,8,203.666672,228.333328,180.666672,255,17.666666,210,'class 1'
212,184,30,227,184.666672,253.666672,85,85,205,74,0.666667,255,255,212,179,246.666672,85,85,202,62.333332,0.666667,255,255,211.666672,147,175,40,0,145.666672,0,1,255,255,1.666667,210.333328,94.333336,195,0,0,81,0,1,255,255,3.333333,1.666667,202.333328,75.333336,116,0,0,43.666668,0,1,255,255,10,9.333333,8.333333,194.333328,37.666668,21,0,6.333333,9.666667,0,0.666667,255,205,17.666666,17.333334,16.333334,8,203.666672,228.333328,180.666672,255,17.666666,210,'class 1'
204.333328,185,43,225,183.666672,218.333328,170,170,192.666672,68,0.333333,255,255,204.666672,177.333328,212.666672,170,170,188,64.333336,0.333333,255,255,206.333328,147,125,96.333336,85,108,21,0.666667,255,255,0.666667,207.333328,110.333336,194.666672,0,0,57,0,1,255,255,0.666667,0.333333,198,82,125.666664,0,27.666666,37.666668,0,1,255,255,6.333333,8,9,191,37.666668,23.666666,0,0,14.333333,0,0.666667,235,253,13.666667,15.333333,16,7,201,224.333328,175,255,16.333334,205,'class 1'
204.333328,185,43,225,183.666672,218.333328,170,170,192.666672,68,0.333333,255,255,204.666672,177.333328,212.666672,170,170,188,64.333336,0.333333,255,255,206.333328,147,125,96.333336,85,108,21,0.666667,255,255,0.666667,207.333328,110.333336,194.666672,0,0,57,0,1,255,255,0.666667,0.333333,198,82,125.666664,0,27.666666,37.666668,0,1,255,255,6.333333,8,9,191,37.666668,23.666666,0,0,14.333333,0,0.666667,235,253,13.666667,15.333333,16,7,201,224.333328,175,255,16.333334,205,'class 1'
201.666672,188,48,224,166,191,170,0,183,0,0,255,255,202,161.333328,188.333328,170,0,182,0,0,255,255,203.333328,139.333328,99.333336,89.666664,0,101,0,0,255,255,0.666667,204,118.666664,203.666672,0,0,52,0,1,255,255,0.666667,0.333333,194.333328,85.666664,139,0,0,35,0,0.666667,255,255,7.333333,9,9.666667,187.666672,36.666668,28,2.666667,0,20,0,0.666667,255,255,13.666667,15.666667,16.333334,6.666667,196.333328,219.333328,169.333328,255,17,197.666672,'class 1'
201.666672,188,48,224,166,191,170,0,183,0,0,255,255,202,161.333328,188.333328,170,0,182,0,0,255,255,203.333328,139.333328,99.333336,89.666664,0,101,0,0,255,255,0.666667,204,118.666664,203.666672,0,0,52,0,1,255,255,0.666667,0.333333,194.333328,85.666664,139,0,0,35,0,0.666667,255,255,7.333333,9,9.666667,187.666672,36.666668,28,2.666667,0,20,0,0.666667,255,255,13.666667,15.666667,16.333334,6.666667,196.333328,219.333328,169.333328,255,17,197.666672,'class 1'
190.333328,190,64,218,141.333328,230.666672,233.333328,170,236.666672,43.666668,0,255,255,191.666672,140,223,225.333328,170,228.666672,46.666668,0,255,255,199.333328,125.333336,137.666672,168,170,128.666672,56.666668,0,255,255,0,202,121.666664,212.333328,0,0,58.333332,0,1,255,255,0,0,191,87,156,0,0,39.333332,0,1,255,255,1.666667,8.333333,10.666667,185,36,32.666668,6.333333,0,26,0,1,255,255,6.666667,14.333333,16.666666,6,191.666672,216.333328,162.666672,255,19,194,'class 1'
190.333328,190,64,218,141.333328,230.666672,233.333328,170,236.666672,43.666668,0,255,255,191.666672,140,223,225.333328,170,228.666672,46.666668,0,255,255,199.333328,125.333336,137.666672,168,170,128.666672,56.666668,0,255,255,0,202,121.666664,212.333328,0,0,58.333332,0,1,255,255,0,0,191,87,156,0,0,39.333332,0,1,255,255,1.666667,8.333333,10.666667,185,36,32.666668,6.333333,0,26,0,1,255,255,6.666667,14.333333,16.666666,6,191.666672,216.333328,162.666672,255,19,194,'class 1'
190.333328,190,64,218,141.333328,230.666672,233.333328,170,236.666672,43.666668,0,255,255,191.666672,140,223,225.333328,170,228.666672,46.666668,0,255,255,199.333328,125.333336,137.666672,168,170,128.666672,56.666668,0,255,255,0,202,121.666664,212.333328,0,0,58.333332,0,1,255,255,0,0,191,87,156,0,0,39.333332,0,1,255,255,1.666667,8.333333,10.666667,185,36,32.666668,6.333333,0,26,0,1,255,255,6.666667,14.333333,16.666666,6,191.666672,216.333328,162.666672,255,19,194,'class 1'
184.666672,193,74,215,113,250,255,255,251,189.666672,0,255,255,186.666672,112.666664,240.666672,255,255,241.666672,187.666672,0,255,255,197,112.333336,173,195,170,172.666672,70.666664,0,255,255,0,200.666672,120,224,0,0,58,0,0,255,255,0,0,188.333328,84.666664,174.333328,0,0,48.333332,0,0,255,255,1.333333,9,12.333333,183,33.666668,37.666668,9.666667,0,30.666666,0,1.333333,255,255,3.666667,14,17.666666,5.333333,188.333328,216.666672,156,255,21.666666,190,'class 1'
184.666672,193,74,215,113,250,255,255,251,189.666672,0,255,255,186.666672,112.666664,240.666672,255,255,241.666672,187.666672,0,255,255,197,112.333336,173,195,170,172.666672,70.666664,0,255,255,0,200.666672,120,224,0,0,58,0,0,255,255,0,0,188.333328,84.666664,174.333328,0,0,48.333332,0,0,255,255,1.333333,9,12.333333,183,33.666668,37.666668,9.666667,0,30.666666,0,1.333333,255,255,3.666667,14,17.666666,5.333333,188.333328,216.666672,156,255,21.666666,190,'class 1'
193.333328,195,64,219,104.333336,237,237.333328,10.666667,237.333328,0,0,255,255,194,104,229,230.333328,170,229,3,0,255,255,199,104.333336,102.666664,106.666664,75.333336,116,0.333333,0,255,255,0,200.333328,114,237.666672,0,0,44,0,0,255,255,0,0,186.333328,80.333336,188.333328,0,0,59.333332,0,0,255,255,7.666667,13,14.333333,181,32,42.333332,12,0,35,0,0.666667,194,255,13.333333,18.333334,19.333334,5.333333,186,218,150.333328,255,24.666666,187.666672,'class 1'
